"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0.641519887270662,8.87538012258125,-0.228511693499591,7.33863585393255,-4.02974748540914,0.64208690330307,-9.85190641091029,-1.36937111418006,0.531358961991743,-1.37222132473151,0.64102935923417,2.09564562577506,-3.850726674427,-1.75048368427831,-0.0676386304255536,9.02349833778955,0.641413650871171,4.45643769657232,4.160878737587,-4.27563752970275,-6.63838403868357,7.19878716079369,5.00700649776216,-5.0855651015495,-1.37035259102298,0.640001397129077,11.3819693882354,-8.18521590577222,-1.37013993054176,3.36522722163619,-1.37132071493066,-10.6252656131905
-0.838916573192042,9.01755200143748,-0.881893963162744,6.42219336684176,-3.06333516429899,-0.836938095455503,-8.68553723983818,0.475367436604144,1.33585337132371,0.474608703485553,-0.836425128482407,0.807525207590119,-5.60296858737082,-2.36585212303671,-0.33803412522299,7.96903794784582,-0.837999281462602,3.15488292268105,5.81709467154761,-4.23538165462582,-6.77387823213974,5.05534053984214,6.25076212074333,-6.80916138709958,0.47440179890945,-0.839846664578614,9.121187468785,-8.50668535094724,0.473825811170764,0.279616946746896,0.473436944339117,-9.96502230898756
-0.0360310950601236,10.9245293168263,1.49817618750199,7.96075375743693,-3.54398186394889,-0.0389410612586807,-7.71271766197739,1.44034473890094,-1.53441395822998,1.43882311998047,-0.0387715817116679,3.08296904666426,-5.08654318307937,-1.98175004101215,1.87393450781042,8.52904813257957,-0.0409696223468249,1.64633673364638,2.15692127668809,-3.444991561621,-6.34394306516778,5.87207388162388,7.1495227049057,-7.61461374611587,1.44006370606869,-0.0393962844963298,8.7611671979977,-10.399177812437,1.44066711214309,0.40054426496463,1.43885956785683,-9.8870933636379
0.169188508521517,10.2738409596634,0.725404662341755,6.11437126908906,-1.75801348915965,0.168337761527802,-9.65107783289382,-0.362975189237243,-3.02966649839408,-0.360006141731477,0.167599512928762,3.06663477995449,-6.28693186353698,-1.21243547325935,-2.13504537483662,8.03903057125023,0.167609665842136,2.45956842046494,3.30757518522172,-3.25470840665745,-6.66394528952912,5.4779614148297,6.67231242415786,-6.27452099682936,-0.363003322697031,0.168980684293724,10.0297455470396,-6.23284344349772,-0.360651432072103,3.48340365026801,-0.361023472547636,-9.553151172424
0.200184090790629,10.3073593643266,2.23185436403488,5.79510581699063,-3.7541919281051,0.200249050837458,-7.34761011629309,0.0515909713541347,-0.521316001130305,0.051487259536752,0.201028456359851,2.91974730094814,-5.01884812622994,-2.67442414323665,-0.444702036442954,8.19033101029621,0.201673378553529,2.56386076894883,2.56739351186813,-2.94918638960415,-7.23013334932586,6.29416016588391,7.23325489915403,-4.83714816095546,0.0503322856692481,0.200393515762969,9.68192407441278,-7.88290598171445,0.049993493855903,2.4048386065487,0.0526915368487179,-11.4929049127626
3.01315069630627,9.08013677924203,3.32822331408112,8.24876151585297,-4.55137495009107,3.0106540325755,-8.69145516384372,-0.414722765698585,0.620018897072468,-0.415232017026244,3.01252436071421,1.9501229931031,-5.40251265194576,-1.997496565654,-0.792978101758528,8.15915743589328,3.01411275950844,2.58083234943123,2.34459752452503,-4.21505743744681,-8.99435510861547,4.91537319987259,4.10792581407075,-6.56176882827118,-0.414113816556556,3.014278845529,8.44488708753992,-8.4261574227007,-0.414686139209261,3.70778354589446,-0.413798662604324,-10.772098203679
0.214236199623588,9.47050931872259,0.0318176167127431,3.86180707230907,-5.05642376685595,0.214044636197015,-8.7937848406321,0.450535804675386,0.666138639889518,0.449397349521123,0.215954403286931,1.42399692694464,-3.69552359950747,-1.11384976868495,-3.07310226691053,6.72793609195777,0.213892827934394,2.96016199217793,5.04336413630176,-3.29204279525537,-5.87043486703699,2.03090990506134,5.79702712006708,-5.85283557854925,0.450576649595402,0.215765239042195,9.77424794264454,-10.7098861630676,0.450779236099382,0.912158280321564,0.449165880596747,-10.7293198401196
-0.23065545546133,10.2381310872731,-0.335659531307672,7.56177940043225,-2.85509446897892,-0.228440864016817,-7.19318333873262,1.26389784840527,-1.36097980468651,1.26624315405703,-0.230407610403285,2.09120454984359,-4.82463092877808,-1.67572667692416,-2.8537717284221,7.99706938336683,-0.229248269999512,4.0960821886904,3.63454414129955,-5.22942355230739,-6.2178501735579,5.8709800140143,6.61838813501631,-6.41288788801922,1.26739605417737,-0.228695879622974,10.1802874069563,-8.68049220190476,1.26485026986044,0.420657922645315,1.26432411764937,-10.1701144670874
0.280090830522543,9.4193362801553,0.43131699303572,6.42845806880358,-3.15300436163677,0.280710816500904,-8.84649819305199,0.624904782067455,-3.09025580326648,0.62575110989205,0.279816800864133,0.964270557189872,-4.6716207628963,-2.1965509262216,-0.985183739377867,7.63913737176641,0.279944185608166,2.94811121916895,4.0815689848261,-2.56082406392796,-5.30304697828586,5.02085298343585,6.09177587482865,-5.27665122282775,0.627032769698582,0.280188525302012,8.7567995447817,-8.87688172047561,0.627248043828818,1.81742245595635,0.626605702981468,-9.4622354513306
0.371144781749363,10.9003812713929,-0.105325762382928,6.04325078323536,-3.09435714945091,0.369796788786565,-7.04285229735048,-0.546588907272309,0.83250845184483,-0.547539914182655,0.369542181697987,1.37289338550409,-6.71454753827495,-3.88350062729924,0.713114200522774,7.65030163834018,0.370912499165445,3.94525632155038,0.982436852151627,-4.07212480709371,-4.69732523557066,4.97321094452595,6.83230561364383,-7.06516261529876,-0.54932612020354,0.370321080486839,8.40691962218167,-9.1373299449688,-0.54664381444973,0.425726182023933,-0.548225863437536,-9.72614847570101
